Year,Date,Hour,CensusTract_2010,NumberOfReports,CensusTract_2010_ID,CensusTract_2010_NAME,CountyName_2010,GEOID_list,CensusBlockID_list
2020,01/04/2020,10 AM,131.04,1,13104,Census Tract 131.04,Westchester County,[361190131042006],[2006]
2020,01/04/2020,11 AM,130.0,1,13000,Census Tract 130,Westchester County,[361190130003012],[3012]
2020,01/04/2020,12 PM,48.0,1,4800,Census Tract 48,Westchester County,[361190048005006],[5006]
2020,01/04/2020,12 PM,70.0,1,7000,Census Tract 70,Westchester County,[361190070003015],[3015]
2020,01/04/2020,09 AM,426.0,1,42600,Census Tract 426,Bronx County,[360050426001003],[1003]
2020,01/04/2020,11 AM,462.02,1,46202,Census Tract 462.02,Bronx County,[360050462021008],[1008]
2020,01/05/2020,10 AM,295.0,1,29500,Census Tract 295,New York County,[360610295003001],[3001]
2020,01/05/2020,11 AM,51.0,1,5100,Census Tract 51,Westchester County,[361190051001007],[1007]
2020,01/05/2020,11 AM,68.02,1,6802,Census Tract 68.02,Westchester County,[361190068022015],[2015]
2020,01/05/2020,09 PM,116.0,1,11600,Census Tract 116,Westchester County,[361190116003007],[3007]
2020,01/06/2020,02 AM,139.0,1,13900,Census Tract 139,Westchester County,[361190139004000],[4000]
2020,01/05/2020,11 AM,265.0,1,26500,Census Tract 265,Bronx County,[360050265004001],[4001]
2019,08/27/2019,12 PM,87.0,1,8700,Census Tract 87,New York County,[360610087002000],[2000]
2020,01/06/2020,09 AM,173.0,1,17300,Census Tract 173,New York County,[360610173003001],[3001]
2020,01/06/2020,12 PM,227.0,1,22700,Census Tract 227,New York County,[360610227001000],[1000]
2020,01/06/2020,01 PM,6.0,1,600,Census Tract 6,New York County,[360610006001002],[1002]
2020,01/06/2020,03 PM,26.02,1,2602,Census Tract 26.02,New York County,[360610026021002],[1002]
2020,01/06/2020,04 PM,183.0,1,18300,Census Tract 183,New York County,[360610183007001],[7001]
2020,01/06/2020,07 PM,18.0,1,1800,Census Tract 18,New York County,[360610018006000],[6000]
2020,01/06/2020,09 AM,1223.0,1,122300,Census Tract 1223,Queens County,[360811223002003],[2003]
2020,01/06/2020,10 AM,518.0,1,51800,Census Tract 518,Queens County,[360810518002001],[2001]
2020,01/06/2020,08 AM,146.06,1,14606,Census Tract 146.06,Westchester County,[361190146061011],[1011]
2020,01/06/2020,09 AM,122.0,1,12200,Census Tract 122,Westchester County,[361190122004006],[4006]
2020,01/06/2020,09 AM,123.04,1,12304,Census Tract 123.04,Westchester County,[361190123041012],[1012]
2020,01/06/2020,09 AM,53.0,1,5300,Census Tract 53,Westchester County,[361190053001012],[1012]
2020,01/06/2020,10 AM,2.03,1,203,Census Tract 2.03,Westchester County,[361190002032008],[2008]
2020,01/06/2020,10 AM,137.0,1,13700,Census Tract 137,Westchester County,[361190137001000],[1000]
2020,01/06/2020,11 AM,73.0,1,7300,Census Tract 73,Westchester County,[361190073002000],[2000]
2020,01/06/2020,11 AM,123.04,1,12304,Census Tract 123.04,Westchester County,[361190123041002],[1002]
2020,01/06/2020,11 AM,119.02,1,11902,Census Tract 119.02,Westchester County,[361190119022034],[2034]
2020,01/06/2020,12 PM,137.0,1,13700,Census Tract 137,Westchester County,[361190137001011],[1011]
2020,01/06/2020,01 PM,122.0,1,12200,Census Tract 122,Westchester County,[361190122005028],[5028]
2020,01/06/2020,01 PM,141.0,1,14100,Census Tract 141,Westchester County,[361190141001012],[1012]
2020,01/06/2020,02 PM,50.02,1,5002,Census Tract 50.02,Westchester County,[361190050023013],[3013]
2020,01/06/2020,02 PM,116.0,1,11600,Census Tract 116,Westchester County,[361190116003000],[3000]
2020,01/06/2020,03 PM,70.0,1,7000,Census Tract 70,Westchester County,[361190070001018],[1018]
2020,01/06/2020,03 PM,119.02,1,11902,Census Tract 119.02,Westchester County,[361190119022016],[2016]
2020,01/06/2020,03 PM,139.0,1,13900,Census Tract 139,Westchester County,[361190139003007],[3007]
2020,01/06/2020,04 PM,139.0,1,13900,Census Tract 139,Westchester County,[361190139004000],[4000]
2020,01/06/2020,06 PM,85.0,1,8500,Census Tract 85,Westchester County,[361190085001030],[1030]
2020,01/06/2020,03 PM,160.0,1,16000,Census Tract 160,Bronx County,[360050160001009],[1009]
2020,01/07/2020,06 AM,65.0,1,6500,Census Tract 65,New York County,[360610065003001],[3001]
2020,01/07/2020,02 PM,6.0,1,600,Census Tract 6,New York County,[360610006001000],[1000]
2020,01/07/2020,02 PM,205.0,1,20500,Census Tract 205,New York County,[360610205001007],[1007]
2020,01/07/2020,04 PM,31.0,1,3100,Census Tract 31,New York County,[360610031001007],[1007]
2020,01/07/2020,09 PM,135.0,1,13500,Census Tract 135,New York County,[360610135002003],[2003]
2020,01/07/2020,09 AM,85.0,1,8500,Census Tract 85,Queens County,[360810085002005],[2005]
2020,01/07/2020,09 AM,757.01,1,75701,Census Tract 757.01,Queens County,[360810757013002],[3002]
2020,01/07/2020,10 AM,869.0,1,86900,Census Tract 869,Queens County,[360810869002021],[2021]
2020,01/07/2020,10 AM,1441.0,1,144100,Census Tract 1441,Queens County,[360811441004002],[4002]
2020,01/07/2020,11 AM,159.0,1,15900,Census Tract 159,Queens County,[360810159003001],[3001]
2020,01/07/2020,01 PM,1471.0,1,147100,Census Tract 1471,Queens County,[360811471002004],[2004]
2020,01/07/2020,04 PM,716.0,1,71600,Census Tract 716,Queens County,[360810716001040],[1040]
2020,01/07/2020,08 AM,123.03,1,12303,Census Tract 123.03,Westchester County,[361190123033036],[3036]
2020,01/07/2020,08 AM,137.0,1,13700,Census Tract 137,Westchester County,[361190137001039],[1039]
2020,01/07/2020,09 AM,111.01,1,11101,Census Tract 111.01,Westchester County,[361190111013001],[3001]
2020,01/07/2020,09 AM,99.0,2,9900,Census Tract 99,Westchester County,"[361190099003006, 361190099003006]","[3006, 3006]"
2020,01/07/2020,09 AM,55.0,1,5500,Census Tract 55,Westchester County,[361190055004007],[4007]
2020,01/07/2020,09 AM,16.0,1,1600,Census Tract 16,Westchester County,[361190016004009],[4009]
2020,01/07/2020,10 AM,121.02,1,12102,Census Tract 121.02,Westchester County,[361190121023024],[3024]
2020,01/07/2020,10 AM,66.0,1,6600,Census Tract 66,Westchester County,[361190066003004],[3004]
2020,01/07/2020,11 AM,9810.0,1,981000,Census Tract 9810,Westchester County,[361199810001016],[1016]
2020,01/07/2020,11 AM,144.0,1,14400,Census Tract 144,Westchester County,[361190144002008],[2008]
2020,01/07/2020,01 PM,113.0,1,11300,Census Tract 113,Westchester County,[361190113001021],[1021]
2020,01/07/2020,06 PM,97.03,1,9703,Census Tract 97.03,Westchester County,[361190097033002],[3002]
2020,01/07/2020,11 AM,138.0,1,13800,Census Tract 138,Bronx County,[360050138001024],[1024]
2020,01/07/2020,12 PM,385.0,1,38500,Census Tract 385,Bronx County,[360050385004003],[4003]
2020,01/07/2020,12 PM,251.0,1,25100,Census Tract 251,Bronx County,[360050251005001],[5001]
2020,01/07/2020,05 PM,266.02,1,26602,Census Tract 266.02,Bronx County,[360050266023003],[3003]
2020,01/08/2020,08 AM,45.0,1,4500,Census Tract 45,New York County,[360610045001009],[1009]
2020,01/08/2020,11 AM,79.0,1,7900,Census Tract 79,New York County,[360610079004006],[4006]
2020,01/08/2020,03 PM,15.01,1,1501,Census Tract 15.01,New York County,[360610015013009],[3009]
2020,01/08/2020,04 PM,148.02,1,14802,Census Tract 148.02,New York County,[360610148023000],[3000]
2020,01/08/2020,06 PM,102.0,1,10200,Census Tract 102,New York County,[360610102001012],[1012]
2020,01/08/2020,08 AM,889.01,1,88901,Census Tract 889.01,Queens County,[360810889015000],[5000]
2020,01/08/2020,09 AM,1123.0,1,112300,Census Tract 1123,Queens County,[360811123001009],[1009]
2020,01/08/2020,10 AM,189.0,1,18900,Census Tract 189,Queens County,[360810189002006],[2006]
2020,01/08/2020,01 PM,31.0,1,3100,Census Tract 31,Queens County,[360810031002000],[2000]
2020,01/08/2020,08 AM,138.0,1,13800,Census Tract 138,Westchester County,[361190138001008],[1008]
2020,01/08/2020,08 AM,139.0,1,13900,Census Tract 139,Westchester County,[361190139001005],[1005]
2020,01/08/2020,09 AM,138.0,1,13800,Census Tract 138,Westchester County,[361190138003017],[3017]
2020,01/08/2020,09 AM,74.01,1,7401,Census Tract 74.01,Westchester County,[361190074011004],[1004]
2020,01/08/2020,09 AM,123.04,1,12304,Census Tract 123.04,Westchester County,[361190123041013],[1013]
2020,01/08/2020,10 AM,138.0,1,13800,Census Tract 138,Westchester County,[361190138001002],[1002]
2020,01/08/2020,10 AM,109.02,1,10902,Census Tract 109.02,Westchester County,[361190109024025],[4025]
2020,01/08/2020,11 AM,123.04,1,12304,Census Tract 123.04,Westchester County,[361190123041015],[1015]
2020,01/08/2020,11 AM,139.0,1,13900,Census Tract 139,Westchester County,[361190139004024],[4024]
2020,01/08/2020,11 AM,68.02,1,6802,Census Tract 68.02,Westchester County,[361190068023049],[3049]
2020,01/08/2020,12 PM,50.01,1,5001,Census Tract 50.01,Westchester County,[361190050011033],[1033]
2020,01/08/2020,01 PM,20.0,1,2000,Census Tract 20,Westchester County,[361190020003003],[3003]
2020,01/08/2020,01 PM,84.03,1,8403,Census Tract 84.03,Westchester County,[361190084032034],[2034]
2020,01/08/2020,12 PM,68.02,1,6802,Census Tract 68.02,Westchester County,[361190068023049],[3049]
2020,01/08/2020,05 PM,50.02,1,5002,Census Tract 50.02,Westchester County,[361190050023001],[3001]
2020,01/06/2020,11 AM,2.0,1,200,Census Tract 2,Bronx County,[360050002002003],[2003]
2020,01/08/2020,10 AM,340.0,1,34000,Census Tract 340,Bronx County,[360050340001000],[1000]
2020,01/09/2020,12 PM,193.0,1,19300,Census Tract 193,New York County,[360610193004000],[4000]
2020,01/09/2020,01 PM,31.0,1,3100,Census Tract 31,New York County,[360610031001000],[1000]
2020,01/09/2020,04 PM,40.0,1,4000,Census Tract 40,New York County,[360610040001001],[1001]
2020,01/09/2020,06 PM,15.02,1,1502,Census Tract 15.02,New York County,[360610015021008],[1008]
2020,01/09/2020,09 AM,1193.0,1,119300,Census Tract 1193,Queens County,[360811193001006],[1006]
2020,01/09/2020,10 AM,1167.0,1,116700,Census Tract 1167,Queens County,[360811167001005],[1005]
2020,01/09/2020,11 AM,1247.0,1,124700,Census Tract 1247,Queens County,[360811247001010],[1010]
2020,01/09/2020,03 PM,189.0,1,18900,Census Tract 189,Queens County,[360810189003004],[3004]
2020,01/09/2020,04 PM,1459.0,1,145900,Census Tract 1459,Queens County,[360811459001002],[1002]
2020,01/09/2020,11 AM,128.02,1,12802,Census Tract 128.02,Westchester County,[361190128022006],[2006]
2020,01/09/2020,11 AM,75.0,1,7500,Census Tract 75,Westchester County,[361190075003014],[3014]
2020,01/09/2020,12 PM,11.01,1,1101,Census Tract 11.01,Westchester County,[361190011012000],[2000]
2020,01/09/2020,01 PM,107.01,1,10701,Census Tract 107.01,Westchester County,[361190107014015],[4015]
2020,01/09/2020,02 PM,136.0,1,13600,Census Tract 136,Westchester County,[361190136003021],[3021]
2020,01/09/2020,02 PM,7.01,1,701,Census Tract 7.01,Westchester County,[361190007012011],[2011]
2020,01/09/2020,02 PM,67.0,1,6700,Census Tract 67,Westchester County,[361190067003002],[3002]
2020,01/09/2020,04 PM,83.02,1,8302,Census Tract 83.02,Westchester County,[361190083024005],[4005]
2020,01/09/2020,04 PM,8.01,1,801,Census Tract 8.01,Westchester County,[361190008013003],[3003]
2020,01/09/2020,05 PM,87.0,1,8700,Census Tract 87,Westchester County,[361190087001014],[1014]
2020,01/09/2020,08 PM,13.02,1,1302,Census Tract 13.02,Westchester County,[361190013023000],[3000]
2020,01/09/2020,09 PM,21.05,1,2105,Census Tract 21.05,Westchester County,[361190021051006],[1006]
2019,12/26/2019,02 PM,382.0,1,38200,Census Tract 382,Bronx County,[360050382002005],[2005]
2020,01/09/2020,10 AM,225.0,1,22500,Census Tract 225,Bronx County,[360050225002001],[2001]
2020,01/09/2020,10 AM,125.0,1,12500,Census Tract 125,Bronx County,[360050125002004],[2004]
2020,01/09/2020,11 AM,118.0,1,11800,Census Tract 118,Bronx County,[360050118003005],[3005]
2020,01/09/2020,04 PM,199.0,1,19900,Census Tract 199,Bronx County,[360050199006001],[6001]
2020,01/09/2020,05 PM,326.0,1,32600,Census Tract 326,Bronx County,[360050326001002],[1002]
2020,01/09/2020,07 PM,199.0,1,19900,Census Tract 199,Bronx County,[360050199003001],[3001]
2020,01/12/2020,10 AM,33.0,1,3300,Census Tract 33,New York County,[360610033002007],[2007]
2020,01/12/2020,11 AM,242.0,1,24200,Census Tract 242,New York County,[360610242003006],[3006]
2020,01/12/2020,01 PM,15.01,1,1501,Census Tract 15.01,New York County,[360610015012003],[2003]
2020,01/12/2020,05 PM,232.0,1,23200,Census Tract 232,New York County,[360610232002001],[2001]
2020,01/12/2020,05 PM,166.0,1,16600,Census Tract 166,New York County,[360610166006000],[6000]
2020,01/13/2020,02 AM,14.01,1,1401,Census Tract 14.01,New York County,[360610014012002],[2002]
2020,01/12/2020,03 PM,1175.0,1,117500,Census Tract 1175,Queens County,[360811175004007],[4007]
2020,01/12/2020,07 AM,50.01,1,5001,Census Tract 50.01,Westchester County,[361190050012024],[2024]
2020,01/12/2020,09 AM,109.02,1,10902,Census Tract 109.02,Westchester County,[361190109024020],[4020]
2020,01/12/2020,09 AM,85.0,1,8500,Census Tract 85,Westchester County,[361190085001008],[1008]
2020,01/12/2020,10 AM,145.0,1,14500,Census Tract 145,Westchester County,[361190145003004],[3004]
2020,01/12/2020,12 PM,85.0,1,8500,Census Tract 85,Westchester County,[361190085001011],[1011]
2020,01/12/2020,12 PM,15.02,1,1502,Census Tract 15.02,Westchester County,[361190015021002],[1002]
2020,01/12/2020,01 PM,111.01,1,11101,Census Tract 111.01,Westchester County,[361190111013011],[3011]
2020,01/12/2020,02 PM,14.01,1,1401,Census Tract 14.01,Westchester County,[361190014013001],[3001]
2020,01/12/2020,07 PM,114.0,1,11400,Census Tract 114,Westchester County,[361190114004007],[4007]
2020,01/10/2020,11 AM,179.0,1,17900,Census Tract 179,New York County,[360610179001002],[1002]
2020,01/10/2020,06 PM,93.0,1,9300,Census Tract 93,New York County,[360610093006000],[6000]
2020,01/10/2020,08 AM,1403.0,1,140300,Census Tract 1403,Queens County,[360811403002006],[2006]
2020,01/10/2020,09 AM,81.0,1,8100,Census Tract 81,Queens County,[360810081001008],[1008]
2020,01/10/2020,11 AM,1403.0,1,140300,Census Tract 1403,Queens County,[360811403002000],[2000]
2020,01/10/2020,11 AM,837.0,1,83700,Census Tract 837,Queens County,[360810837001000],[1000]
2020,01/10/2020,11 AM,145.0,1,14500,Census Tract 145,Queens County,[360810145001003],[1003]
2020,01/10/2020,12 PM,263.0,1,26300,Census Tract 263,Queens County,[360810263001005],[1005]
2020,01/10/2020,05 PM,1467.0,1,146700,Census Tract 1467,Queens County,[360811467003000],[3000]
2020,01/10/2020,10 PM,1175.0,1,117500,Census Tract 1175,Queens County,[360811175004006],[4006]
2020,01/10/2020,09 AM,131.04,1,13104,Census Tract 131.04,Westchester County,[361190131044016],[4016]
2020,01/10/2020,09 AM,59.02,1,5902,Census Tract 59.02,Westchester County,[361190059022017],[2017]
2020,01/10/2020,11 AM,116.0,1,11600,Census Tract 116,Westchester County,[361190116003013],[3013]
2020,01/10/2020,12 PM,146.06,1,14606,Census Tract 146.06,Westchester County,[361190146061000],[1000]
2020,01/10/2020,01 PM,132.02,1,13202,Census Tract 132.02,Westchester County,[361190132022004],[2004]
2020,01/10/2020,03 PM,131.04,1,13104,Census Tract 131.04,Westchester County,[361190131044016],[4016]
2020,01/10/2020,09 AM,155.0,1,15500,Census Tract 155,Bronx County,[360050155002002],[2002]
2020,01/10/2020,09 AM,221.01,1,22101,Census Tract 221.01,Bronx County,[360050221012000],[2000]
2020,01/10/2020,10 AM,426.0,1,42600,Census Tract 426,Bronx County,[360050426006002],[6002]
2020,01/10/2020,02 PM,63.0,1,6300,Census Tract 63,Bronx County,[360050063001000],[1000]
2020,01/11/2020,11 AM,157.0,1,15700,Census Tract 157,Queens County,[360810157001007],[1007]
2020,01/11/2020,07 AM,50.02,1,5002,Census Tract 50.02,Westchester County,[361190050022007],[2007]
2020,01/11/2020,09 AM,131.04,1,13104,Census Tract 131.04,Westchester County,[361190131041039],[1039]
2020,01/11/2020,12 PM,79.0,1,7900,Census Tract 79,Westchester County,[361190079006004],[6004]
2020,01/13/2020,11 AM,126.0,1,12600,Census Tract 126,New York County,[360610126004000],[4000]
2020,01/13/2020,03 PM,86.03,1,8603,Census Tract 86.03,New York County,[360610086031000],[1000]
2020,01/13/2020,07 AM,169.0,1,16900,Census Tract 169,Queens County,[360810169002011],[2011]
2020,01/13/2020,09 AM,185.02,1,18502,Census Tract 185.02,Queens County,[360810185023005],[3005]
2020,01/13/2020,10 AM,235.0,1,23500,Census Tract 235,Queens County,[360810235002003],[2003]
2020,01/13/2020,10 AM,1291.03,1,129103,Census Tract 1291.03,Queens County,[360811291032000],[2000]
2020,01/13/2020,10 AM,1551.02,1,155102,Census Tract 1551.02,Queens County,[360811551026000],[6000]
2020,01/13/2020,11 AM,779.02,1,77902,Census Tract 779.02,Queens County,[360810779021000],[1000]
2020,01/13/2020,11 AM,199.0,1,19900,Census Tract 199,Queens County,[360810199001020],[1020]
2020,01/13/2020,11 AM,1129.0,1,112900,Census Tract 1129,Queens County,[360811129003008],[3008]
2020,01/13/2020,12 PM,85.0,1,8500,Census Tract 85,Queens County,[360810085001008],[1008]
2020,01/13/2020,01 PM,1247.0,1,124700,Census Tract 1247,Queens County,[360811247003005],[3005]
2020,01/13/2020,02 PM,79.0,1,7900,Census Tract 79,Queens County,[360810079001003],[1003]
2020,01/13/2020,03 PM,79.0,1,7900,Census Tract 79,Queens County,[360810079001003],[1003]
2020,01/13/2020,04 PM,1333.0,1,133300,Census Tract 1333,Queens County,[360811333001000],[1000]
2020,01/13/2020,06 PM,1265.0,2,126500,Census Tract 1265,Queens County,"[360811265001001, 360811265001000]","[1001, 1000]"
2020,01/13/2020,08 AM,101.0,1,10100,Census Tract 101,Westchester County,[361190101002010],[2010]
2020,01/13/2020,08 AM,14.02,1,1402,Census Tract 14.02,Westchester County,[361190014021017],[1017]
2020,01/13/2020,09 AM,132.02,1,13202,Census Tract 132.02,Westchester County,[361190132021010],[1010]
2020,01/13/2020,10 AM,101.0,1,10100,Census Tract 101,Westchester County,[361190101002010],[2010]
2020,01/13/2020,10 AM,82.0,1,8200,Census Tract 82,Westchester County,[361190082002005],[2005]
2020,01/13/2020,10 AM,23.0,1,2300,Census Tract 23,Westchester County,[361190023001005],[1005]
2020,01/13/2020,11 AM,123.03,1,12303,Census Tract 123.03,Westchester County,[361190123033012],[3012]
2020,01/13/2020,11 AM,14.01,1,1401,Census Tract 14.01,Westchester County,[361190014013011],[3011]
2020,01/13/2020,12 PM,113.0,1,11300,Census Tract 113,Westchester County,[361190113005001],[5001]
2020,01/13/2020,01 PM,97.01,1,9701,Census Tract 97.01,Westchester County,[361190097013000],[3000]
2020,01/13/2020,01 PM,109.03,1,10903,Census Tract 109.03,Westchester County,[361190109031000],[1000]
2020,01/13/2020,01 PM,47.0,1,4700,Census Tract 47,Westchester County,[361190047002046],[2046]
2020,01/13/2020,02 PM,114.0,1,11400,Census Tract 114,Westchester County,[361190114001017],[1017]
2020,01/13/2020,02 PM,83.01,1,8301,Census Tract 83.01,Westchester County,[361190083012003],[2003]
2020,01/13/2020,02 PM,77.0,1,7700,Census Tract 77,Westchester County,[361190077001017],[1017]
2020,01/13/2020,02 PM,11.01,1,1101,Census Tract 11.01,Westchester County,[361190011011003],[1003]
2020,01/13/2020,03 PM,101.0,1,10100,Census Tract 101,Westchester County,[361190101002009],[2009]
2020,01/13/2020,05 PM,52.0,1,5200,Census Tract 52,Westchester County,[361190052001010],[1010]
2020,01/13/2020,01 PM,256.0,1,25600,Census Tract 256,Bronx County,[360050256002001],[2001]
2020,01/13/2020,06 PM,149.0,1,14900,Census Tract 149,Bronx County,[360050149002001],[2001]
2020,01/13/2020,09 AM,68.0,1,6800,Census Tract 68,New York County,[360610068006000],[6000]
2020,01/13/2020,09 AM,26.02,1,2602,Census Tract 26.02,New York County,[360610026021002],[1002]
2020,01/14/2020,01 PM,80.0,1,8000,Census Tract 80,Westchester County,[361190080001002],[1002]
2020,01/14/2020,10 AM,14.02,1,1402,Census Tract 14.02,New York County,[360610014022006],[2006]
2020,01/14/2020,11 AM,161.0,1,16100,Census Tract 161,New York County,[360610161002000],[2000]
2020,01/14/2020,11 AM,73.0,1,7300,Census Tract 73,New York County,[360610073006000],[6000]
2020,01/14/2020,01 PM,109.0,1,10900,Census Tract 109,New York County,[360610109001007],[1007]
2020,01/14/2020,05 PM,67.0,1,6700,Census Tract 67,New York County,[360610067004004],[4004]
2020,01/14/2020,08 PM,197.01,1,19701,Census Tract 197.01,New York County,[360610197011000],[1000]
2020,01/14/2020,08 PM,193.0,1,19300,Census Tract 193,New York County,[360610193004000],[4000]
2020,01/14/2020,09 AM,85.0,1,8500,Census Tract 85,Queens County,[360810085001008],[1008]
2020,01/14/2020,11 AM,39.0,1,3900,Census Tract 39,Queens County,[360810039001000],[1000]
2020,01/14/2020,12 PM,779.02,1,77902,Census Tract 779.02,Queens County,[360810779021003],[1003]
2020,01/14/2020,01 PM,45.0,1,4500,Census Tract 45,Queens County,[360810045001001],[1001]
2020,01/14/2020,04 PM,1223.0,1,122300,Census Tract 1223,Queens County,[360811223002003],[2003]
2020,01/14/2020,08 AM,21.04,1,2104,Census Tract 21.04,Westchester County,[361190021041003],[1003]
2020,01/14/2020,08 AM,100.0,1,10000,Census Tract 100,Westchester County,[361190100004017],[4017]
2020,01/14/2020,10 AM,67.0,1,6700,Census Tract 67,Westchester County,[361190067002023],[2023]
2020,01/14/2020,10 AM,80.0,1,8000,Census Tract 80,Westchester County,[361190080003006],[3006]
2020,01/14/2020,10 AM,24.02,1,2402,Census Tract 24.02,Westchester County,[361190024021000],[1000]
2020,01/14/2020,11 AM,107.02,1,10702,Census Tract 107.02,Westchester County,[361190107022020],[2020]
2020,01/14/2020,11 AM,109.02,1,10902,Census Tract 109.02,Westchester County,[361190109023008],[3008]
2020,01/14/2020,12 PM,100.0,1,10000,Census Tract 100,Westchester County,[361190100003003],[3003]
2020,01/14/2020,12 PM,145.0,1,14500,Census Tract 145,Westchester County,[361190145002002],[2002]
2020,01/14/2020,12 PM,119.02,1,11902,Census Tract 119.02,Westchester County,[361190119023004],[3004]
2020,01/14/2020,01 PM,67.0,1,6700,Census Tract 67,Westchester County,[361190067002015],[2015]
2020,01/14/2020,02 PM,51.0,1,5100,Census Tract 51,Westchester County,[361190051003013],[3013]
2020,01/14/2020,04 PM,54.0,1,5400,Census Tract 54,Westchester County,[361190054002029],[2029]
2020,01/14/2020,09 AM,217.0,1,21700,Census Tract 217,Bronx County,[360050217004000],[4000]
2020,01/14/2020,10 AM,456.0,1,45600,Census Tract 456,Bronx County,[360050456002003],[2003]
2020,01/14/2020,10 AM,93.0,1,9300,Census Tract 93,Bronx County,[360050093006005],[6005]
2020,01/14/2020,10 AM,248.0,1,24800,Census Tract 248,Bronx County,[360050248002002],[2002]
2020,01/15/2020,12 PM,97.02,1,9702,Census Tract 97.02,Westchester County,[361190097022023],[2023]
2020,01/15/2020,07 AM,102.0,1,10200,Census Tract 102,New York County,[360610102001011],[1011]
2020,01/15/2020,09 AM,157.0,1,15700,Census Tract 157,New York County,[360610157008000],[8000]
2020,01/15/2020,11 AM,32.0,1,3200,Census Tract 32,New York County,[360610032004000],[4000]
2020,01/15/2020,09 PM,70.0,1,7000,Census Tract 70,New York County,[360610070003000],[3000]
2020,01/15/2020,08 AM,803.02,1,80302,Census Tract 803.02,Queens County,[360810803021010],[1010]
2020,01/15/2020,09 AM,997.01,1,99701,Census Tract 997.01,Queens County,[360810997011010],[1010]
2020,01/15/2020,10 AM,143.0,1,14300,Census Tract 143,Queens County,[360810143001000],[1000]
2020,01/15/2020,10 AM,1483.0,1,148300,Census Tract 1483,Queens County,[360811483004015],[4015]
2020,01/15/2020,11 AM,123.01,1,12301,Census Tract 123.01,Queens County,[360810123012008],[2008]
2020,01/15/2020,01 PM,113.0,1,11300,Census Tract 113,Queens County,[360810113002001],[2001]
2020,01/15/2020,05 PM,51.0,2,5100,Census Tract 51,Queens County,"[360810051002004, 361190051004003]","[2004, 4003]"
2020,01/15/2020,09 AM,139.0,1,13900,Census Tract 139,Westchester County,[361190139004035],[4035]
2020,01/15/2020,09 AM,15.03,1,1503,Census Tract 15.03,Westchester County,[361190015032002],[2002]
2020,01/15/2020,09 AM,98.0,1,9800,Census Tract 98,Westchester County,[361190098004010],[4010]
2020,01/15/2020,10 AM,148.11,1,14811,Census Tract 148.11,Westchester County,[361190148112005],[2005]
2020,01/15/2020,12 PM,83.01,1,8301,Census Tract 83.01,Westchester County,[361190083011012],[1012]
2020,01/15/2020,01 PM,139.0,1,13900,Census Tract 139,Westchester County,[361190139003001],[3001]
2020,01/15/2020,01 PM,68.02,1,6802,Census Tract 68.02,Westchester County,[361190068022015],[2015]
2020,01/15/2020,01 PM,72.0,1,7200,Census Tract 72,Westchester County,[361190072001006],[1006]
2020,01/15/2020,02 PM,83.02,1,8302,Census Tract 83.02,Westchester County,[361190083024005],[4005]
2020,01/15/2020,02 PM,107.02,1,10702,Census Tract 107.02,Westchester County,[361190107022028],[2028]
2020,01/15/2020,02 PM,99.0,1,9900,Census Tract 99,Westchester County,[361190099002001],[2001]
2020,01/15/2020,03 PM,59.02,1,5902,Census Tract 59.02,Westchester County,[361190059023002],[3002]
2020,01/15/2020,04 PM,114.0,1,11400,Census Tract 114,Westchester County,[361190114004009],[4009]
2020,01/15/2020,04 PM,76.0,1,7600,Census Tract 76,Westchester County,[361190076002021],[2021]
2020,01/15/2020,04 PM,99.0,1,9900,Census Tract 99,Westchester County,[361190099002001],[2001]
2020,01/15/2020,04 PM,106.0,1,10600,Census Tract 106,Westchester County,[361190106001020],[1020]
2020,01/15/2020,06 PM,106.0,1,10600,Census Tract 106,Westchester County,[361190106003036],[3036]
2020,01/15/2020,09 PM,105.0,1,10500,Census Tract 105,Westchester County,[361190105005014],[5014]
2020,01/15/2020,10 PM,68.01,1,6801,Census Tract 68.01,Westchester County,[361190068013024],[3024]
2020,01/15/2020,01 PM,240.0,1,24000,Census Tract 240,Bronx County,[360050240002000],[2000]
2020,01/15/2020,02 PM,236.0,1,23600,Census Tract 236,Bronx County,[360050236001001],[1001]
2020,01/16/2020,08 AM,32.0,1,3200,Census Tract 32,New York County,[360610032007002],[7002]
2020,01/16/2020,07 AM,51.0,1,5100,Census Tract 51,Queens County,[360810051002004],[2004]
2020,01/16/2020,07 AM,1291.03,1,129103,Census Tract 1291.03,Queens County,[360811291033009],[3009]
2020,01/16/2020,01 PM,1617.0,1,161700,Census Tract 1617,Queens County,[360811617003002],[3002]
2020,01/16/2020,01 PM,1333.0,1,133300,Census Tract 1333,Queens County,[360811333003002],[3002]
2020,01/16/2020,09 AM,50.02,1,5002,Census Tract 50.02,Westchester County,[361190050022000],[2000]
2020,01/16/2020,09 AM,139.0,1,13900,Census Tract 139,Westchester County,[361190139002000],[2000]
2020,01/16/2020,11 AM,21.04,1,2104,Census Tract 21.04,Westchester County,[361190021041003],[1003]
2020,01/16/2020,12 PM,99.0,1,9900,Census Tract 99,Westchester County,[361190099003004],[3004]
2020,01/16/2020,02 PM,139.0,1,13900,Census Tract 139,Westchester County,[361190139003000],[3000]
2020,01/16/2020,06 PM,84.03,1,8403,Census Tract 84.03,Westchester County,[361190084032015],[2015]
2020,01/16/2020,04 PM,67.0,1,6700,Census Tract 67,Bronx County,[360050067006000],[6000]
