,TicketNumber,Longitude,Latitude,Zipcode,Classification,DateReported,CensusTrack,CensusBlock,CountyName
549,WL20000135,40.94758,-73.76659000000001,10538,P,01/04/2020 09:41 AM,70,4001,Westchester County
550,WL20000136,41.171440000000004,-73.77769,10514,P,01/04/2020 10:33 AM,131.04,2006,Westchester County
551,WL20000139,41.19661,-73.72182,10549,M,01/04/2020 11:04 AM,130,3012,Westchester County
552,WL20000146,40.95704,-73.82185,10707,M,01/04/2020 12:03 PM,48.02,5006,Westchester County
553,WL20000149,40.938,-73.76146,10538,P,01/04/2020 12:16 PM,70,3015,Westchester County
554,XL20000156,40.889829999999996,-73.84283,10466,P,01/04/2020 09:39 AM,426,1003,Bronx County
555,XL20000158,40.88496,-73.83033,10466,M,01/04/2020 11:05 AM,462.09,1008,Bronx County
556,ML20000206,40.86665,-73.92415,10034,P,01/05/2020 10:09 AM,295,3001,New York County
557,WL20000171,40.95568,-73.81611,10709,P,01/05/2020 11:38 AM,51,1007,Westchester County
558,WL20000172,40.963440000000006,-73.77793,10804,M,01/05/2020 11:51 AM,68.02,2015,Westchester County
559,WL20000185,41.086290000000005,-73.86259,10591,M,01/05/2020 09:30 PM,116.02,3007,Westchester County
560,WL20000189,41.21456,-73.90056,10520,M,01/06/2020 02:03 AM,139,4000,Westchester County
561,XL20000199,40.86468,-73.8996,10468,P,01/05/2020 11:53 AM,265,4001,Bronx County
562,ML19012935,40.74192,-73.99725,10011,P,08/27/2019 12:38 PM,87,2000,New York County
563,ML20000241,40.788790000000006,-73.97358,10024,P,01/06/2020 09:04 AM,173,3001,New York County
564,ML20000253,40.8243,-73.94745999999999,10031,P,01/06/2020 12:08 PM,227,1000,New York County
565,ML20000255,40.71262,-73.99041,10002,P,01/06/2020 01:32 PM,6,1002,New York County
566,ML20000263,40.722770000000004,-73.97672,10009,P,01/06/2020 03:34 PM,26.02,1002,New York County
567,ML20000266,40.792770000000004,-73.97133000000001,10025,P,01/06/2020 04:28 PM,183,7001,New York County
568,ML20000274,40.71841,-73.99118,10002,P,01/06/2020 07:43 PM,18,6000,New York County
569,QL20000119,40.7355,-73.79749,11365,P,01/06/2020 09:57 AM,1223,2003,Queens County
570,QL20000120,40.701840000000004,-73.75249000000001,11412,M,01/06/2020 10:12 AM,518,2001,Queens County
571,WL20000192,41.26101,-73.91843,10567,M,01/06/2020 08:32 AM,146.06,1011,Westchester County
572,WL20000195,41.13997,-73.77855,10570,M,01/06/2020 09:17 AM,122.01,4006,Westchester County
573,WL20000196,41.14289,-73.68193000000001,10504,M,01/06/2020 09:28 AM,123.04,1012,Westchester County
574,WL20000197,40.919740000000004,-73.80836,10803,M,01/06/2020 09:31 AM,53,1012,Westchester County
575,WL20000205,40.913140000000006,-73.90096,10705,M,01/06/2020 10:19 AM,2.03,2008,Westchester County
576,WL20000206,41.1898,-73.87133,10562,P,01/06/2020 10:41 AM,137,1000,Westchester County
577,WL20000208,40.96522,-73.73226,10543,P,01/06/2020 11:04 AM,73,2000,Westchester County
578,WL20000209,41.150009999999995,-73.66764,10504,M,01/06/2020 11:35 AM,123.04,1002,Westchester County
579,WL20000211,41.07465,-73.77472,10595,P,01/06/2020 11:49 AM,119.02,2034,Westchester County
580,WL20000217,41.18998,-73.86916,10562,P,01/06/2020 12:54 PM,137,1011,Westchester County
581,WL20000219,41.1325,-73.79411,10570,M,01/06/2020 01:04 PM,122.02,5028,Westchester County
582,WL20000221,41.28607,-73.92334,10566,M,01/06/2020 01:23 PM,141,1012,Westchester County
583,WL20000226,40.96351,-73.80215,10709,M,01/06/2020 02:15 PM,50.02,3013,Westchester County
584,WL20000229,41.087790000000005,-73.86187,10591,M,01/06/2020 02:58 PM,116.02,3000,Westchester County
585,WL20000230,40.923190000000005,-73.76329,10538,P,01/06/2020 03:11 PM,71,2021,Westchester County
586,WL20000231,41.07662,-73.77695,10595,P,01/06/2020 03:42 PM,119.02,2016,Westchester County
587,WL20000232,41.20668,-73.8929,10520,M,01/06/2020 03:44 PM,139,3007,Westchester County
588,WL20000233,41.214490000000005,-73.90148,10520,M,01/06/2020 04:11 PM,139,4000,Westchester County
589,WL20000234,40.98962,-73.72138000000001,10528,M,01/06/2020 06:45 PM,85,1030,Westchester County
590,XL20000264,40.83082,-73.8172,10465,P,01/06/2020 03:23 PM,160,1009,Bronx County
591,ML20000283,40.72939,-74.00102,10012,P,01/07/2020 06:52 AM,65,3001,New York County
592,ML20000308,40.71393,-73.99181,10002,M,01/07/2020 02:43 PM,6,1000,New York County
593,ML20000312,40.81058,-73.96217,10027,M,01/07/2020 02:56 PM,205,1007,New York County
594,ML20000318,40.716840000000005,-74.002,10013,P,01/07/2020 04:31 PM,31,1007,New York County
595,ML20000332,40.76657,-73.99042,10019,M,01/07/2020 09:38 PM,135.01,2003,New York County
596,QL20000159,40.75741,-73.94516999999999,11101,M,01/07/2020 09:07 AM,85,2005,Queens County
597,QL20000161,40.71546,-73.83234,11375,P,01/07/2020 09:29 AM,757.01,3002,Queens County
598,QL20000163,40.766490000000005,-73.83341,11354,P,01/07/2020 10:13 AM,869,2021,Queens County
599,QL20000166,40.75447,-73.76469,11364,M,01/07/2020 10:19 AM,1441,4002,Queens County
600,QL20000178,40.75377,-73.91858,11101,P,01/07/2020 11:34 AM,159,3001,Queens County
601,QL20000186,40.76097,-73.76438,11361,M,01/07/2020 01:27 PM,1471,2004,Queens County
602,QL20000196,40.64463,-73.77736999999999,11430,P,01/07/2020 04:56 PM,716,1051,Queens County
603,WL20000256,41.12061,-73.70906,10504,P,01/07/2020 08:35 AM,123.03,3036,Westchester County
604,WL20000257,41.18135,-73.85911999999999,10562,P,01/07/2020 08:47 AM,137,1039,Westchester County
605,WL20000260,41.04609,-73.81998,10607,P,01/07/2020 09:38 AM,111.01,3001,Westchester County
606,WL20000262,40.993190000000006,-73.78588,10583,M,01/07/2020 09:44 AM,99,3006,Westchester County
607,WL20000263,40.89268,-73.81401,10803,P,01/07/2020 09:46 AM,55,4007,Westchester County
608,WL20000264,40.993190000000006,-73.78588,10583,M,01/07/2020 09:46 AM,99,3006,Westchester County
609,WL20000265,40.945,-73.87767,10701,P,01/07/2020 09:56 AM,16,4009,Westchester County
610,WL20000266,41.120509999999996,-73.76932,10594,M,01/07/2020 10:02 AM,121.02,3024,Westchester County
611,WL20000268,40.92716,-73.79278000000001,10801,M,01/07/2020 10:21 AM,66,3004,Westchester County
612,WL20000275,41.0902,-73.81182,10532,M,01/07/2020 11:35 AM,9810,1016,Westchester County
613,WL20000276,41.294940000000004,-73.91543,10566,M,01/07/2020 11:40 AM,144,2008,Westchester County
614,WL20000285,41.03712,-73.85972,10533,P,01/07/2020 01:48 PM,113,1021,Westchester County
615,WL20000298,41.00582,-73.73206,10605,M,01/07/2020 06:12 PM,97.03,3002,Westchester County
616,XL20000296,40.8232,-73.80872,10465,M,01/07/2020 11:55 AM,138,1024,Bronx County
617,XL20000297,40.85471,-73.89513000000001,10457,P,01/07/2020 12:13 PM,385,4003,Bronx County
618,XL20000298,40.85779,-73.90675999999999,10453,P,01/07/2020 12:24 PM,251,5001,Bronx County
619,XL20000322,40.84438,-73.83463,10461,P,01/07/2020 05:53 PM,266.02,3003,Bronx County
620,ML20000340,40.72012,-73.99923000000001,10013,P,01/08/2020 08:27 AM,45,1009,New York County
621,ML20000357,40.73754,-74.0057,10014,M,01/08/2020 11:16 AM,79,4006,New York County
622,ML20000372,40.70765,-74.0031,11201,M,01/08/2020 03:15 PM,15.01,3009,New York County
623,ML20000377,40.7809,-73.95485,10128,P,01/08/2020 04:35 PM,148.02,3000,New York County
624,ML20000385,40.75752,-73.97584,10022,M,01/08/2020 06:48 PM,102,1012,New York County
625,QL20000204,40.769729999999996,-73.83034,11354,M,01/08/2020 08:56 AM,889.02,5000,Queens County
626,QL20000208,40.76598,-73.77224,11361,M,01/08/2020 09:30 AM,1123,1009,Queens County
627,QL20000213,40.73941,-73.92799000000001,11101,P,01/08/2020 10:55 AM,189,2006,Queens County
628,QL20000222,40.7533,-73.93403,11101,P,01/08/2020 01:15 PM,31,2000,Queens County
629,WL20000306,41.205290000000005,-73.87841999999999,10520,M,01/08/2020 08:04 AM,138,1008,Westchester County
630,WL20000308,41.211729999999996,-73.87863,10520,M,01/08/2020 08:46 AM,139,1005,Westchester County
631,WL20000311,41.197559999999996,-73.88016999999999,10520,M,01/08/2020 09:23 AM,138,3017,Westchester County
632,WL20000313,40.96206,-73.72585,10543,P,01/08/2020 09:54 AM,74.01,1004,Westchester County
633,WL20000314,41.14543,-73.67579,10504,M,01/08/2020 09:58 AM,123.04,1013,Westchester County
634,WL20000317,41.210640000000005,-73.87979,10520,M,01/08/2020 10:12 AM,138,1002,Westchester County
635,WL20000318,41.04716,-73.78958,10607,M,01/08/2020 10:17 AM,109.02,4025,Westchester County
636,WL20000325,41.147940000000006,-73.67186,10504,M,01/08/2020 11:36 AM,123.04,1015,Westchester County
637,WL20000327,41.215340000000005,-73.90729,10520,M,01/08/2020 11:44 AM,139,4024,Westchester County
638,WL20000328,40.95247,-73.7918,10804,M,01/08/2020 11:50 AM,68.02,3049,Westchester County
639,WL20000329,40.9689,-73.79533,10583,M,01/08/2020 12:34 PM,50.01,1033,Westchester County
640,WL20000331,40.96293,-73.84723000000001,10710,M,01/08/2020 01:16 PM,20,3003,Westchester County
641,WL20000332,40.96982,-73.71852,10528,P,01/08/2020 01:53 PM,84.03,2034,Westchester County
642,WL20000335,40.95225,-73.79186999999999,10804,P,01/08/2020 12:41 PM,68.02,3049,Westchester County
643,WL20000340,40.9646,-73.80224,10583,M,01/08/2020 05:50 PM,50.02,3001,Westchester County
644,XL20000241,40.81222,-73.85988,10473,P,01/06/2020 11:20 AM,2,2003,Bronx County
645,XL20000344,40.87038,-73.86242,10467,P,01/08/2020 10:56 AM,340,1000,Bronx County
646,ML20000418,40.80147,-73.96046,10025,P,01/09/2020 12:57 PM,193,4000,New York County
647,ML20000420,40.71907,-74.00144,10013,P,01/09/2020 01:12 PM,31,1000,New York County
648,ML20000424,40.73103,-73.98592,10003,P,01/09/2020 04:12 PM,40.01,1001,New York County
649,ML20000426,40.70863,-74.00938000000001,10005,M,01/09/2020 06:24 PM,15.02,1008,New York County
650,QL20000243,40.75697,-73.80161,11358,P,01/09/2020 09:27 AM,1193,1006,Queens County
651,QL20000247,40.76165,-73.81522,11355,P,01/09/2020 10:40 AM,1167,1005,Queens County
652,QL20000259,40.72822,-73.79484000000001,11366,M,01/09/2020 11:48 AM,1247,1010,Queens County
653,QL20000274,40.7395,-73.92513000000001,11104,P,01/09/2020 03:58 PM,189,3004,Queens County
654,QL20000278,40.75589,-73.79377,11358,P,01/09/2020 04:53 PM,1459,1002,Queens County
655,WL20000360,41.23644,-73.7037,10507,M,01/09/2020 11:17 AM,128.03,2006,Westchester County
656,WL20000362,40.95495,-73.71155,10580,M,01/09/2020 11:55 AM,75,3014,Westchester County
657,WL20000363,40.935140000000004,-73.89019,10701,P,01/09/2020 12:18 PM,11.01,2000,Westchester County
658,WL20000369,40.99637,-73.82037,10583,P,01/09/2020 01:22 PM,107.01,4015,Westchester County
659,WL20000373,41.17772,-73.86584,10562,M,01/09/2020 02:10 PM,136,3021,Westchester County
660,WL20000374,40.95662,-73.89149,10701,M,01/09/2020 02:14 PM,7.01,2011,Westchester County
661,WL20000379,40.94526,-73.77759,10804,M,01/09/2020 02:55 PM,67,3002,Westchester County
662,WL20000386,41.01746,-73.68628000000001,10573,M,01/09/2020 04:13 PM,83.02,4005,Westchester County
663,WL20000387,40.95517,-73.88171,10703,M,01/09/2020 04:24 PM,8.01,3003,Westchester County
664,WL20000389,41.04417,-73.74107,10604,M,01/09/2020 05:34 PM,87,1014,Westchester County
665,WL20000393,40.91195,-73.88893,10705,P,01/09/2020 08:55 PM,13.02,3000,Westchester County
666,WL20000395,40.98545,-73.82275,10583,M,01/09/2020 09:50 PM,21.05,1006,Westchester County
667,XL19016774,40.87669,-73.85365999999999,10469,P,12/26/2019 02:13 PM,382,2005,Bronx County
668,XL20000404,40.84091,-73.9096,10457,P,01/09/2020 10:22 AM,225,2000,Bronx County
669,XL20000405,40.8283,-73.89556,10459,P,01/09/2020 10:48 AM,125,2004,Bronx County
670,XL20000409,40.817409999999995,-73.81626999999999,10465,P,01/09/2020 11:05 AM,118,3005,Bronx County
671,XL20000438,40.83728,-73.92636,10452,M,01/09/2020 04:10 PM,199,6001,Bronx County
672,XL20000447,40.86546,-73.85849,10469,M,01/09/2020 05:15 PM,326,1002,Bronx County
673,XL20000458,40.83513,-73.9261,10452,P,01/09/2020 07:32 PM,199,3001,Bronx County
674,ML20000549,40.71841,-74.00690999999999,10013,M,01/12/2020 10:49 AM,33,2007,New York County
675,ML20000551,40.80292,-73.93396,10035,P,01/12/2020 11:01 AM,242,3006,New York County
676,ML20000561,40.70933,-74.00187,10038,P,01/12/2020 01:54 PM,15.01,3002,New York County
677,ML20000571,40.81855,-73.9377,10037,P,01/12/2020 05:44 PM,232,2001,New York County
678,ML20000573,40.78844,-73.94906,10029,M,01/12/2020 05:30 PM,166,6000,New York County
679,ML20000591,40.71439,-73.98631,10002,P,01/13/2020 02:29 AM,14.01,2002,New York County
680,QL20000376,40.759370000000004,-73.79054000000001,11358,M,01/12/2020 03:52 PM,1175,4007,Queens County
681,WL20000494,40.978770000000004,-73.80396,10583,M,01/12/2020 07:56 AM,50.01,2024,Westchester County
682,WL20000495,41.048790000000004,-73.78921,10603,M,01/12/2020 09:06 AM,109.02,4020,Westchester County
683,WL20000496,40.99355,-73.71708000000001,10528,M,01/12/2020 09:51 AM,85,1008,Westchester County
684,WL20000497,41.28641,-73.91784,10566,M,01/12/2020 10:37 AM,145,3004,Westchester County
685,WL20000500,40.98918,-73.72203,10528,M,01/12/2020 12:04 PM,85,1011,Westchester County
686,WL20000501,40.90503,-73.85855,10704,M,01/12/2020 12:53 PM,15.02,1002,Westchester County
687,WL20000502,41.042359999999995,-73.81806999999999,10607,M,01/12/2020 01:12 PM,111.01,3011,Westchester County
688,WL20000507,40.92407,-73.86905,10704,P,01/12/2020 02:31 PM,14.01,3001,Westchester County
689,WL20000512,41.07062,-73.84577,10591,M,01/12/2020 07:11 PM,114.01,4007,Westchester County
690,ML20000462,40.79296,-73.97689,10024,P,01/10/2020 11:44 AM,179,1001,New York County
691,ML20000487,40.74842,-73.99999,10001,M,01/10/2020 06:03 PM,93,6000,New York County
692,QL20000289,40.74896,-73.77028,11364,M,01/10/2020 08:45 AM,1403,2006,Queens County
693,QL20000290,40.7684,-73.93585,11106,M,01/10/2020 09:01 AM,81,1008,Queens County
694,QL20000302,40.75034,-73.77190999999999,11364,M,01/10/2020 11:16 AM,1403,2000,Queens County
695,QL20000303,40.75096,-73.82345,11355,M,01/10/2020 11:44 AM,837,1000,Queens County
696,QL20000304,40.762609999999995,-73.90611,11103,P,01/10/2020 11:46 AM,145,1003,Queens County
697,QL20000312,40.747009999999996,-73.89596,11377,M,01/10/2020 12:41 PM,263,1006,Queens County
698,QL20000339,40.7618,-73.77571,11361,M,01/10/2020 05:26 PM,1467,3000,Queens County
699,QL20000347,40.75925,-73.79196999999999,11358,P,01/10/2020 10:46 PM,1175,4006,Queens County
700,WL20000407,41.16364,-73.77689000000001,10514,M,01/10/2020 09:21 AM,131.04,4016,Westchester County
701,WL20000410,40.920320000000004,-73.77091999999999,10801,M,01/10/2020 09:40 AM,59.02,2017,Westchester County
702,WL20000420,41.08195,-73.86932,10591,P,01/10/2020 11:08 AM,116.02,3013,Westchester County
703,WL20000436,41.26164,-73.91933,10567,M,01/10/2020 12:48 PM,146.06,1000,Westchester County
704,WL20000437,41.1608,-73.84778,10510,M,01/10/2020 01:06 PM,132.02,2004,Westchester County
705,WL20000446,41.16142,-73.77596,10514,M,01/10/2020 03:42 PM,131.04,3027,Westchester County
706,XL20000468,40.83457,-73.89123000000001,10460,P,01/10/2020 09:11 AM,155,2002,Bronx County
707,XL20000471,40.839490000000005,-73.91776999999999,10452,P,01/10/2020 09:56 AM,221.01,2000,Bronx County
708,XL20000477,40.89264,-73.8426,10466,P,01/10/2020 10:38 AM,426,6002,Bronx County
709,XL20000511,40.83477,-73.92309,10452,P,01/10/2020 02:42 PM,63.02,1000,Bronx County
710,QL20000357,40.75294,-73.92281,11101,M,01/11/2020 11:39 AM,157,1007,Queens County
711,WL20000467,40.97529,-73.80915999999999,10583,M,01/11/2020 07:40 AM,50.02,2007,Westchester County
712,WL20000470,41.20883,-73.74178,10549,P,01/11/2020 09:40 AM,131.04,1039,Westchester County
713,WL20000480,40.99928,-73.6722,10573,P,01/11/2020 12:37 PM,79.02,6004,Westchester County
714,ML20000606,40.76764,-73.9616,10021,P,01/13/2020 11:00 AM,126.01,4000,New York County
715,ML20000628,40.75525,-73.96358000000001,10022,P,01/13/2020 03:19 PM,86.03,1000,New York County
716,QL20000381,40.74795,-73.91584,11104,P,01/13/2020 07:25 AM,169,2011,Queens County
717,QL20000384,40.74074,-73.92234,11104,M,01/13/2020 09:30 AM,185.02,3005,Queens County
718,QL20000388,40.74256,-73.91771999999999,11104,P,01/13/2020 10:05 AM,235.02,2004,Queens County
719,QL20000391,40.737829999999995,-73.7558,11364,M,01/13/2020 10:27 AM,1291.03,2000,Queens County
720,QL20000395,40.75158,-73.7146,11005,P,01/13/2020 10:56 AM,1551.03,6000,Queens County
721,QL20000396,40.72972,-73.82441,11367,P,01/13/2020 11:05 AM,779.02,1000,Queens County
722,QL20000397,40.739020000000004,-73.93566,11101,P,01/13/2020 11:10 AM,199.02,1019,Queens County
723,QL20000399,40.76328,-73.77423,11361,P,01/13/2020 11:25 AM,1129,3008,Queens County
724,QL20000402,40.75853,-73.94157,11101,M,01/13/2020 12:13 PM,85,1008,Queens County
725,QL20000411,40.72565,-73.79807,11366,P,01/13/2020 01:30 PM,1247,3005,Queens County
726,QL20000416,40.76783,-73.92766,11102,P,01/13/2020 02:22 PM,79,1003,Queens County
727,QL20000418,40.768440000000005,-73.92716,11102,P,01/13/2020 03:08 PM,79,1003,Queens County
728,QL20000423,40.735890000000005,-73.77346999999999,11366,P,01/13/2020 04:08 PM,1333,1000,Queens County
729,QL20000428,40.722590000000004,-73.80103000000001,11366,M,01/13/2020 06:11 PM,1265,1001,Queens County
730,QL20000429,40.7225,-73.80099,11432,M,01/13/2020 06:29 PM,1265,1000,Queens County
731,WL20000520,40.980309999999996,-73.79766,10583,M,01/13/2020 08:06 AM,101,2010,Westchester County
732,WL20000521,40.9187,-73.87539,10705,M,01/13/2020 08:29 AM,14.02,1017,Westchester County
733,WL20000524,41.15372,-73.82929,10510,P,01/13/2020 09:42 AM,132.02,1010,Westchester County
734,WL20000527,40.98046,-73.79807,10583,M,01/13/2020 10:19 AM,101,2010,Westchester County
735,WL20000529,41.01274,-73.67475999999999,10573,M,01/13/2020 10:30 AM,82,2005,Westchester County
736,WL20000531,40.93565,-73.86874,10701,P,01/13/2020 10:55 AM,23,1005,Westchester County
737,WL20000533,41.12811,-73.71793000000001,10504,M,01/13/2020 11:12 AM,123.03,3012,Westchester County
738,WL20000537,40.91946,-73.87123000000001,10704,P,01/13/2020 11:56 AM,14.01,3011,Westchester County
739,WL20000538,41.04417,-73.86513000000001,10533,P,01/13/2020 12:02 PM,113,5001,Westchester County
740,WL20000544,40.99869,-73.75639,10605,M,01/13/2020 01:02 PM,97.01,3000,Westchester County
741,WL20000546,41.04647,-73.79491,10603,M,01/13/2020 01:38 PM,109.03,1000,Westchester County
742,WL20000549,40.93849,-73.82794,10708,P,01/13/2020 01:49 PM,47,2046,Westchester County
743,WL20000550,41.059259999999995,-73.86157,10591,M,01/13/2020 02:04 PM,114.02,1017,Westchester County
744,WL20000551,41.01866,-73.67935,10573,M,01/13/2020 02:10 PM,83.01,2003,Westchester County
745,WL20000553,40.98446,-73.68061999999999,10580,M,01/13/2020 02:13 PM,77,1017,Westchester County
746,WL20000556,40.93345,-73.88874,10701,P,01/13/2020 02:31 PM,11.01,1003,Westchester County
747,WL20000561,40.98019,-73.79729,10583,M,01/13/2020 03:25 PM,101,2009,Westchester County
748,WL20000569,40.931670000000004,-73.80663,10708,M,01/13/2020 05:06 PM,52,1010,Westchester County
749,XL20000625,40.84369,-73.84733,10461,P,01/13/2020 01:53 PM,256,2001,Bronx County
750,XL20000680,40.83163,-73.90051,10456,M,01/13/2020 06:55 PM,149,2001,Bronx County
751,ML20000597,40.74197,-73.98087,10016,M,01/13/2020 09:49 AM,68,6000,New York County
752,ML20000600,40.72266,-73.9768,10009,P,01/13/2020 09:56 AM,26.02,1002,New York County
753,WL20000601,41.00653,-73.66313000000001,10573,M,01/14/2020 01:19 PM,80,1002,Westchester County
754,ML20000662,40.715990000000005,-73.9867,10002,M,01/14/2020 10:00 AM,14.02,2006,New York County
755,ML20000671,40.77912,-73.97480999999999,10023,P,01/14/2020 11:20 AM,161,2000,New York County
756,ML20000672,40.73559,-74.00305,10014,P,01/14/2020 11:27 AM,73,6000,New York County
757,ML20000686,40.75118,-73.98899999999999,10001,P,01/14/2020 01:52 PM,109,1007,New York County
758,ML20000699,40.73057,-74.00679000000001,10014,P,01/14/2020 05:06 PM,67,4004,New York County
759,ML20000710,40.8013,-73.95955000000002,10026,P,01/14/2020 08:35 PM,197.01,1000,New York County
760,ML20000712,40.80147,-73.96046,10025,P,01/14/2020 08:47 PM,193,4000,New York County
761,QL20000433,40.75853,-73.94157,11101,M,01/14/2020 09:02 AM,85,1008,Queens County
762,QL20000444,40.765640000000005,-73.93915,11106,P,01/14/2020 11:21 AM,39,1000,Queens County
763,QL20000453,40.72741,-73.82448000000001,11367,M,01/14/2020 12:55 PM,779.02,1003,Queens County
764,QL20000459,40.76686,-73.93741999999999,11106,P,01/14/2020 01:11 PM,45,1001,Queens County
765,QL20000467,40.73506,-73.79751999999999,11365,P,01/14/2020 04:34 PM,1223,2003,Queens County
766,WL20000581,40.95903,-73.83339000000001,10710,P,01/14/2020 08:13 AM,21.04,1003,Westchester County
767,WL20000583,40.99628,-73.80183000000001,10583,M,01/14/2020 08:41 AM,100,4017,Westchester County
768,WL20000588,40.932970000000005,-73.77656,10804,M,01/14/2020 10:55 AM,67,2023,Westchester County
769,WL20000589,41.003,-73.66651999999999,10573,P,01/14/2020 10:55 AM,80,3006,Westchester County
770,WL20000590,40.9273,-73.84894,10704,P,01/14/2020 10:58 AM,24.02,1000,Westchester County
771,WL20000591,40.98687,-73.82194,10583,P,01/14/2020 11:20 AM,107.02,2020,Westchester County
772,WL20000592,41.042809999999996,-73.79075,10607,M,01/14/2020 11:42 AM,109.02,3008,Westchester County
773,WL20000595,41.01097,-73.78948000000001,10583,M,01/14/2020 12:43 PM,100,3003,Westchester County
774,WL20000596,41.28862,-73.91095,10566,M,01/14/2020 12:44 PM,145,2002,Westchester County
775,WL20000598,41.07224,-73.77743000000001,10595,M,01/14/2020 12:53 PM,119.02,3004,Westchester County
776,WL20000603,40.93678,-73.77023,10804,M,01/14/2020 01:52 PM,67,2015,Westchester County
777,WL20000606,40.95617,-73.80790999999999,10709,M,01/14/2020 02:40 PM,51,3013,Westchester County
778,WL20000611,40.90209,-73.80933,10803,M,01/14/2020 04:20 PM,54,2029,Westchester County
779,XL20000701,40.8466,-73.91474000000001,10453,P,01/14/2020 09:00 AM,217,4000,Bronx County
780,XL20000708,40.89098,-73.83109,10466,M,01/14/2020 10:12 AM,456,2003,Bronx County
781,XL20000709,40.811859999999996,-73.88795999999999,10474,P,01/14/2020 10:17 AM,93.01,6005,Bronx County
782,XL20000711,40.85479,-73.86104,10462,P,01/14/2020 10:47 AM,248,2002,Bronx County
